Titulo,Comuna,Precio_CLP,Area_m2,Dormitorios,Baños,Estacionamientos,Precio_por_m2,Tamaño
Departamento1dormitorio2ambientesexcelenteubicacion,Santiago,,,1.0,1.0,0,,Sin dato
DepartamentoBellasArtes,Santiago,290000.0,38.0,1.0,1.0,0,7632.0,Pequeño (35-54m2)
LuminosoDeptoVivacetaBajosGastosComunes,San Miguel,250000.0,,1.0,1.0,0,,Sin dato
DepartamentosenConchalí|¡OFERTAIRREPETIBLE!GranofertaencomunadeConchalí,Conchalí,,,2.0,1.0,0,,Sin dato
Depto2D1BSantiagoCentro,Santiago,,,2.0,1.0,0,,Sin dato
"SantaIsabel353,cercanoMetroSantaIsabel.",Santiago,490000.0,,2.0,2.0,1,,Sin dato
ArriendoDepto.1dormitorio+Estacionamiento+Bodega/50%DCTO/Garantíaenpartes/LaCisterna,La Cisterna,330000.0,,1.0,1.0,1,,Sin dato
DepartamentoInterior,Cerrillos,260000.0,,1.0,1.0,0,,Sin dato
OFERTA2MESES170.000HOMESTUDIOECONOMICO+1B,Estación Central,190000.0,,1.0,1.0,0,,Sin dato
ArriendoDepartamento,Santiago,,,1.0,1.0,0,,Sin dato
PrecioRebajado-SinComisión-Logia-Balcón-a5minutosdemetroMiradorVentanasTermoPanel,La Florida,320000.0,38.0,1.0,1.0,0,8421.0,Pequeño (35-54m2)
"Excelentedepartamento1dormitorio,1bañoyestacionamiento",Santiago,345000.0,,1.0,1.0,1,,Sin dato
Arriendodepartamentodosdormitorios,Santiago,,,2.0,1.0,0,,Sin dato
Departamento3D-2Bestacióncentral,Estación Central,420000.0,,3.0,2.0,1,,Sin dato
DepartamentoMetroEcuador,Estación Central,200000.0,26.0,1.0,1.0,0,7692.0,Studio / Mini (<35m2)
230.000EXCELENTEESTUDIOMARIOKREUTZBERGER/METROSANTAANA,Santiago,,,1.0,1.0,0,,Sin dato
ARRIENDOHERMOSODEPARTAMENTOSANTIAGOCENTRO,Santiago,680000.0,,3.0,2.0,1,,Sin dato
Departamento1D-1BCONESTACIONAMIENTO,Santiago,250000.0,,1.0,1.0,1,,Sin dato
1D1B-Terraza-A1cuadradeGranAvenida,San Miguel,340000.0,38.0,1.0,1.0,1,8947.0,Pequeño (35-54m2)
SearriendahermosodepartamentoSTUDIOenEstaciónCentral,Estación Central,,,1.0,1.0,0,,Sin dato
ArriendoDeptoCatedral#2916E3174m2,Santiago,480000.0,74.0,3.0,2.0,0,6486.0,Mediano (55-74m2)
DepartamentoenArriendoLaFlorida,La Florida,,,1.0,1.0,0,,Sin dato
"SantaIsabel353,cercanoMetroSantaIsabel",Santiago,290000.0,,1.0,1.0,0,,Sin dato
ArriendoDeptoEstudio-MetroSantaIsabel,Santiago,,20.0,1.0,1.0,0,,Studio / Mini (<35m2)
ElBosqueParadero302D-1BSinestacionamiento.MetrosdeGranAvenida,El Bosque,,,2.0,1.0,0,,Sin dato
ArriendoDepto.2D+1BCercadeTodoMapocho/EntreRiosDirectoDueño,Quinta Normal,,,2.0,1.0,0,,Sin dato
50%DESCUENTOPRIMERMESDEARRIENDO/1DMETROSANALBERTOHURTADO,Estación Central,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
DESCUETO20%PRIMERMES/HOMESTUDIOMETROSANALBERTOHURTADO,Estación Central,,22.0,1.0,1.0,0,,Studio / Mini (<35m2)
DESCUENTO50%PRIMERMES/1DMETROUNIV.DESANTIAGO,Estación Central,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
ARRIENDODEPTO.STGO.S,Santiago,,,1.0,1.0,0,,Sin dato
Descuento50%Primermesdearriendo/depto1DmetroUnivdeSantiago,Estación Central,250000.0,35.0,1.0,1.0,0,7143.0,Pequeño (35-54m2)
DEPTO2D1B+BOD/MET.UNIVERSIDADDESANTIAGO,Estación Central,,41.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPTO1D/METROECUADOR,Estación Central,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
Deptoensantiago,Santiago,,,2.0,1.0,0,,Sin dato
Departamento1D1B-EdificioLibertad,Santiago,,,1.0,1.0,0,,Sin dato
Departamento2Dormitorios-1Baño(EstaciónCentral),Estación Central,,38.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoMariposa2Dormitorios-2Baños(MetroToesca),Santiago,,54.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoenSantaPetronila,Estación Central,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenNuncioLaghi,Ñuñoa,814000.0,70.0,2.0,2.0,1,11629.0,Mediano (55-74m2)
DepartamentoenAvenidaDepartamental,Cerrillos,500000.0,55.0,2.0,2.0,0,9091.0,Mediano (55-74m2)
DepartamentoenArturoPrat,Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenLosTrigales,Las Condes,1073000.0,72.0,2.0,2.0,2,14903.0,Mediano (55-74m2)
DepartamentoenMorandé,Santiago,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenArgomedo,Santiago,55000.0,55.0,2.0,2.0,1,1000.0,Mediano (55-74m2)
DepartamentoenAvenidalosLibertadores,Huechuraba,650000.0,51.0,3.0,1.0,1,12745.0,Pequeño (35-54m2)
DepartamentoenAvenidaCarlosValdovinos,San Joaquín,57500.0,70.0,3.0,2.0,1,821.0,Mediano (55-74m2)
DepartamentoenAvenidaMapocho,Quinta Normal,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaPadreAlbertoHurtado,Estación Central,350000.0,37.0,2.0,2.0,0,9459.0,Pequeño (35-54m2)
DepartamentoenArgomedo,Santiago,55000.0,55.0,2.0,2.0,1,1000.0,Mediano (55-74m2)
DepartamentoenArgomedo,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenElUlmo,Cerrillos,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenElUlmo,Cerrillos,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSantaPetronila,Estación Central,365000.0,48.0,2.0,1.0,1,7604.0,Pequeño (35-54m2)
DepartamentoenAvenidaSantaRosa,Santiago,450000.0,55.0,2.0,2.0,1,8182.0,Mediano (55-74m2)
DepartamentoenAvenidaIrarrázaval,Ñuñoa,683000.0,39.0,1.0,1.0,1,17513.0,Pequeño (35-54m2)
DepartamentoenEstaciónCentral,Estación Central,320000.0,53.0,2.0,1.0,1,6038.0,Pequeño (35-54m2)
DepartamentoenElUlmo,Cerrillos,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaCarlosValdovinos,San Joaquín,57500.0,70.0,3.0,2.0,1,821.0,Mediano (55-74m2)
DepartamentoenEstaciónCentral,Estación Central,320000.0,53.0,2.0,1.0,1,6038.0,Pequeño (35-54m2)
DepartamentoenSantaPetronila,Estación Central,365000.0,48.0,2.0,1.0,1,7604.0,Pequeño (35-54m2)
DepartamentoenArgomedo,Santiago,55000.0,55.0,2.0,2.0,1,1000.0,Mediano (55-74m2)
DepartamentoenSanGumercindo,Estación Central,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenRivas,San Miguel,400000.0,50.0,2.0,1.0,0,8000.0,Pequeño (35-54m2)
DepartamentoenUrmeneta,Recoleta,407000.0,55.0,3.0,1.0,0,7400.0,Mediano (55-74m2)
DepartamentoenArauco,Santiago,490000.0,55.0,2.0,2.0,1,8909.0,Mediano (55-74m2)
DepartamentoenSantaIsabel,Santiago,54000.0,46.0,2.0,2.0,0,1174.0,Pequeño (35-54m2)
DepartamentoenAvenidaMacul,Macul,650000.0,90.0,3.0,2.0,1,7222.0,Grande (75-99m2)
DepartamentoenEleuterioRamírez,Santiago,325000.0,38.0,1.0,1.0,0,8553.0,Pequeño (35-54m2)
DepartamentoenGarcíaReyes,Santiago,,42.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenSanIsidro,Santiago,300000.0,35.0,1.0,1.0,0,8571.0,Pequeño (35-54m2)
DepartamentoenSargentoAldea,Santiago,430000.0,40.0,2.0,2.0,0,10750.0,Pequeño (35-54m2)
DepartamentoenZañartu,Ñuñoa,415000.0,30.0,1.0,1.0,1,13833.0,Studio / Mini (<35m2)
DepartamentoenNovenaAvenida,San Miguel,380000.0,33.0,2.0,1.0,0,11515.0,Studio / Mini (<35m2)
DepartamentoenCarmen,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenMariaElena,La Florida,406000.0,60.0,2.0,2.0,1,6767.0,Mediano (55-74m2)
DepartamentoenSanPetersburgo,San Miguel,330000.0,50.0,3.0,1.0,0,6600.0,Pequeño (35-54m2)
DepartamentoenChacabuco,Santiago,,25.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaSantaRosa,Santiago,420000.0,56.0,2.0,2.0,0,7500.0,Mediano (55-74m2)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,250000.0,33.0,1.0,1.0,0,7576.0,Studio / Mini (<35m2)
DepartamentoenVargasBuston,San Miguel,58000.0,70.0,3.0,2.0,1,829.0,Mediano (55-74m2)
DepartamentoenLíaAguirre,La Florida,195000.0,29.0,1.0,1.0,1,6724.0,Studio / Mini (<35m2)
DepartamentoenGuillermoMann,Ñuñoa,441000.0,45.0,2.0,1.0,1,9800.0,Pequeño (35-54m2)
DepartamentoenCarrión,Independencia,350000.0,41.0,2.0,1.0,0,8537.0,Pequeño (35-54m2)
DepartamentoenAvenidaMacul,Macul,399000.0,33.0,1.0,1.0,1,12091.0,Studio / Mini (<35m2)
DepartamentoenQuintaAvenida,San Miguel,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenToroMazotte,Estación Central,300000.0,35.0,1.0,1.0,0,8571.0,Pequeño (35-54m2)
DepartamentoenSanDiego,Santiago,185000.0,45.0,2.0,1.0,0,4111.0,Pequeño (35-54m2)
DepartamentoenCarrión,Independencia,350000.0,41.0,2.0,1.0,0,8537.0,Pequeño (35-54m2)
DepartamentoenQuintaAvenida,San Miguel,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenQuintaAvenida,San Miguel,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenGuillermoMann,Ñuñoa,441000.0,45.0,2.0,1.0,1,9800.0,Pequeño (35-54m2)
DepartamentoenVargasBuston,San Miguel,58000.0,70.0,3.0,2.0,1,829.0,Mediano (55-74m2)
DepartamentoenLíaAguirre,La Florida,195000.0,29.0,1.0,1.0,1,6724.0,Studio / Mini (<35m2)
DepartamentoenAvenidaRondizzoni,Santiago,,45.0,1.0,1.0,1,,Pequeño (35-54m2)
ArriendoDepto1dormitorio/20%DCTO/Garantíaenpartes/CercaMetroEcuador,Estación Central,,,1.0,1.0,0,,Sin dato
ArriendoDepto.homeestudio/20%DCTO/Garantíaenpartes/SanAlbertoHurtado,Estación Central,,,1.0,1.0,0,,Sin dato
ArriendoDepto.estilomariposa+E+B/30%DCTO/Garantíaenpartes/EstaciónCentral,Estación Central,350000.0,,2.0,2.0,1,,Sin dato
ArriendoDepto.3dormitorios/50%DCTO/Garantíaenpartes/SanMiguel,San Miguel,380000.0,,3.0,2.0,0,,Sin dato
DepartamentosenEstaciónCentral/Depto2D+E+B/Garantíaenpartes/CercaMetroEcuador,Estación Central,,,2.0,1.0,1,,Sin dato
ArriendoDepto.2Damplios/SINAVAL/20%DCTO/Garantíaenpartes/UniversidaddeSantiago,Estación Central,320000.0,,2.0,1.0,0,,Sin dato
ArriendoDepto.homeestudio/20%DCTO/Garantíaenpartes/CercametroEcuador,Estación Central,,,1.0,1.0,0,,Sin dato
JardinesdeIndependenciaFrancia1157,Independencia,,,1.0,1.0,0,,Sin dato
"ArriendoDepto3D,1B,BrionesLuco,LaCisterna",La Cisterna,,,3.0,1.0,0,,Sin dato
"ArriendoDepto1D,1B,GralGana,SanDiego",Santiago,,,1.0,1.0,0,,Sin dato
"ArriendoDepto1D,1B,Bodega,Sazie2054,Santiago",Santiago,,,1.0,1.0,0,,Sin dato
"DEPARTAMENTO2DORMITORIOS,CERCANOAMETROHOSPITALES",Independencia,,,2.0,1.0,0,,Sin dato
"Depto.2d/2b/1e/1Bod,CalleGamero,MetroHospitales",Independencia,,52.0,2.0,2.0,1,,Pequeño (35-54m2)
Arriendodepto.3D+1Ba2cuadrasMetroav.Matta,Santiago,,,3.0,1.0,0,,Sin dato
DepartamentodosdormitoriosJuanMartínezdeRozas,Quinta Normal,,,2.0,1.0,0,,Sin dato
DepartamentoenSanPetersburgo,San Miguel,,48.0,3.0,1.0,0,,Pequeño (35-54m2)
"DepartamentoCarmen418conEstacionamientoyBodega,Santiago",Santiago,430000.0,60.0,2.0,1.0,1,7167.0,Mediano (55-74m2)
DepartamentoenWalkerMartínez,La Florida,520000.0,65.0,2.0,2.0,1,8000.0,Mediano (55-74m2)
DepartamentoenVergara,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenQuintaAvenida,San Miguel,195000.0,33.0,1.0,1.0,0,5909.0,Studio / Mini (<35m2)
DepartamentoenJoséUreta,La Cisterna,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenAníbalPinto,Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,320000.0,43.0,2.0,1.0,0,7442.0,Pequeño (35-54m2)
Depto3D/2Baños.ComunaIndependencia,Independencia,,65.0,3.0,2.0,0,,Mediano (55-74m2)
DepartamentoenChacabuco,Santiago,,24.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenJoséMiguelCarrera,Santiago,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenDiagonalSantaElena,San Joaquín,,52.0,2.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenInglaterra,La Florida,380000.0,35.0,1.0,1.0,0,10857.0,Pequeño (35-54m2)
DepartamentoenSeminario,Ñuñoa,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenColombia,La Florida,480000.0,48.0,2.0,2.0,1,10000.0,Pequeño (35-54m2)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,,22.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenMaestraLidiaTorres,Recoleta,60000.0,47.0,2.0,2.0,1,1277.0,Pequeño (35-54m2)
DepartamentoenManuelAntonioTocornal,Santiago,439900.0,57.0,2.0,2.0,0,7718.0,Mediano (55-74m2)
"HermosoHomeEstudio,CercaMetroMonedaCalleLordCochrane",Santiago,,,1.0,1.0,0,,Sin dato
DepartamentoenCondedelMaule,Estación Central,380000.0,46.0,2.0,2.0,1,8261.0,Pequeño (35-54m2)
DepartamentoenCuartaAvenida,San Miguel,,42.0,2.0,1.0,1,,Pequeño (35-54m2)
"DepartamentoAgustinas1612conbodega,SantiagoCentro",Santiago,,44.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenAvenidaLosPajaritos,Maipú,550000.0,56.0,2.0,2.0,1,9821.0,Mediano (55-74m2)
DepartamentoenAvenidaLaPaz,Recoleta,50000.0,60.0,3.0,2.0,1,833.0,Mediano (55-74m2)
DepartamentoenCatedral,Santiago,430000.0,60.0,1.0,1.0,0,7167.0,Mediano (55-74m2)
DepartamentoenJoséUreta,La Cisterna,320000.0,33.0,1.0,1.0,0,9697.0,Studio / Mini (<35m2)
DepartamentoenChacabuco,Santiago,,23.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSanIsidro,Santiago,500000.0,50.0,2.0,2.0,0,10000.0,Pequeño (35-54m2)
DepartamentoenFroilánRoa,La Florida,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
SEARRIENDAELDEPARTAMENTODETUSSUEÑOSENLAFLORIDACONGASTOSCOMUNESINCLUIDOS,La Florida,55000.0,65.0,2.0,2.0,1,846.0,Mediano (55-74m2)
DepartamentoenCoronelSouper,Estación Central,270000.0,33.0,1.0,1.0,0,8182.0,Studio / Mini (<35m2)
DepartamentoenAvenidaLosCerrillos,Cerrillos,,47.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoenAlcaldePedroAlarcón,San Miguel,54000.0,65.0,2.0,2.0,1,831.0,Mediano (55-74m2)
DepartamentoenQuintaAvenida,San Miguel,52000.0,64.0,3.0,2.0,0,812.0,Mediano (55-74m2)
DepartamentoMariposa2D2B-EdificioLibertad,Santiago,,55.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoenPedroRiveros,Quilicura,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenCallePudeto,La Florida,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenBlancoGarcés,Estación Central,380000.0,67.0,2.0,1.0,0,5672.0,Mediano (55-74m2)
DepartamentoenPaulina,La Cisterna,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamento3D2B-EdificioVertice,Independencia,,61.0,3.0,2.0,0,,Mediano (55-74m2)
DepartamentoenGamero,Independencia,290000.0,40.0,2.0,1.0,1,7250.0,Pequeño (35-54m2)
DepartamentoenPadreJoséCifuentesGrez,Independencia,,30.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenHumoristaCarlosHelo,Recoleta,360000.0,50.0,2.0,1.0,0,7200.0,Pequeño (35-54m2)
DepartamentoenGeneralGana,Santiago,,27.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenChacabuco,Santiago,,25.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSanAntonio,Santiago,495000.0,100.0,2.0,1.0,0,4950.0,Premium (100m2+)
DepartamentoMariposa2D2B-EdificioLibertad,Santiago,,55.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoenAvenidaVicuñaMackennaPoniente,La Florida,500000.0,54.0,2.0,2.0,1,9259.0,Pequeño (35-54m2)
DepartamentoenInglaterra,La Florida,380000.0,35.0,1.0,1.0,0,10857.0,Pequeño (35-54m2)
DepartamentoenSantaPetronila,Estación Central,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenPasajeOssa,La Cisterna,575000.0,60.0,3.0,2.0,0,9583.0,Mediano (55-74m2)
DepartamentoenSanIgnaciodeLoyola,San Miguel,185000.0,30.0,1.0,1.0,0,6167.0,Studio / Mini (<35m2)
DepartamentoenPrimeraAvenida,San Miguel,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenSanDiego,Santiago,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenGeneralPrieto,Independencia,390000.0,51.0,2.0,2.0,0,7647.0,Pequeño (35-54m2)
DepartamentoenNovenaAvenida,San Miguel,50000.0,60.0,2.0,2.0,1,833.0,Mediano (55-74m2)
DepartamentoenAvenidaHaciendaMacul,Peñalolén,1650000.0,180.0,3.0,2.0,2,9167.0,Premium (100m2+)
DepartamentoenExequielFernández,La Florida,,30.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenDiagonalSantaElena,San Joaquín,,52.0,2.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenBlancoGarcés,Estación Central,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSeminario,Ñuñoa,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenPresidenteBalmaceda,Santiago,,25.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenVergara,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenChacabuco,Santiago,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenRecreo,Santiago,480000.0,56.0,2.0,2.0,1,8571.0,Mediano (55-74m2)
DepartamentoenAvenidaLoOvalle,La Cisterna,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSanIsidro,Santiago,500000.0,50.0,2.0,2.0,0,10000.0,Pequeño (35-54m2)
DepartamentoenSanDiego,Santiago,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaMapocho,Quinta Normal,,30.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenBerlín,San Miguel,,38.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenEstaciónCentral,Estación Central,400000.0,62.0,3.0,1.0,0,6452.0,Mediano (55-74m2)
DepartamentoenAvenidaMapocho,Quinta Normal,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenPadreJoséCifuentesGrez,Independencia,,30.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenChacabuco,Santiago,,24.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenChacabuco,Santiago,,24.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenChacabuco,Santiago,,24.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenManuelAntonioTocornal,Santiago,500000.0,40.0,2.0,1.0,0,12500.0,Pequeño (35-54m2)
DepartamentoenNovenaAvenida,San Miguel,50000.0,60.0,2.0,2.0,1,833.0,Mediano (55-74m2)
DepartamentoenAvenidaHaciendaMacul,Peñalolén,1650000.0,180.0,3.0,2.0,2,9167.0,Premium (100m2+)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenPaulina,La Cisterna,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenUrmeneta,San Bernardo,,53.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoenBlancoGarcés,Estación Central,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSanPetersburgo,San Miguel,,48.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenQuintaAvenida,San Miguel,195000.0,33.0,1.0,1.0,0,5909.0,Studio / Mini (<35m2)
DepartamentoenCarmen,Santiago,,60.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoenBlancoGarcés,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenPurísima,Estación Central,,27.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaAméricoVespucio,Maipú,450000.0,53.0,2.0,2.0,1,8491.0,Pequeño (35-54m2)
DepartamentoenGeneralLasHeras,Santiago,,50.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoenAvenidaVicuñaMackenna,Santiago,,44.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenArturoPrat,Santiago,,38.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenAvenidaRicardoCumming,Santiago,,60.0,2.0,2.0,1,,Mediano (55-74m2)
DepartamentoARRIENDOSTAVICTORIA-METROSTAISABEL1ERMES50%DEDSCTO,Santiago,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoMariposa2D2B-EdificioLibertad,Santiago,,55.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoenAvenidaVicuñaMackennaOriente,La Florida,365000.0,34.0,1.0,1.0,0,10735.0,Studio / Mini (<35m2)
DepartamentoenAvenidaEcuador,Estación Central,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSeminario,Ñuñoa,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenRobertoEspinoza,Santiago,297500.0,43.0,2.0,1.0,0,6919.0,Pequeño (35-54m2)
DepartamentoenTilTil,Ñuñoa,365000.0,33.0,1.0,1.0,0,11061.0,Studio / Mini (<35m2)
DeptoHomeEstudio(unambiente).MetroEcuador,Santiago,,20.0,,1.0,0,,Studio / Mini (<35m2)
DepartamentoenVicuñaMackenna,La Florida,,22.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenMatucana,Santiago,50000.0,60.0,3.0,2.0,2,833.0,Mediano (55-74m2)
DepartamentoenGeneralBulnes,Santiago,,60.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,,22.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenFroilánRoa,La Florida,370000.0,33.0,1.0,1.0,0,11212.0,Studio / Mini (<35m2)
DepartamentoenChacabuco,Santiago,160000.0,38.0,1.0,1.0,0,4211.0,Pequeño (35-54m2)
DepartamentoenFranciscoMeneses,Ñuñoa,65000.0,43.0,2.0,1.0,1,1512.0,Pequeño (35-54m2)
DepartamentoenCarmen,Santiago,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSanDiego,Santiago,350000.0,39.0,2.0,1.0,0,8974.0,Pequeño (35-54m2)
DepartamentoenInglaterra,La Florida,380000.0,35.0,1.0,1.0,0,10857.0,Pequeño (35-54m2)
DepartamentoenGuillermoMann,Ñuñoa,390000.0,34.0,1.0,1.0,0,11471.0,Studio / Mini (<35m2)
DepartamentoenEmilianoZapata,Recoleta,430000.0,73.0,3.0,1.0,0,5890.0,Mediano (55-74m2)
DepartamentoenGorbea,Santiago,232000.0,28.0,1.0,1.0,0,8286.0,Studio / Mini (<35m2)
DepartamentoenVecinal,Conchalí,,40.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenSantaClara,La Cisterna,,50.0,3.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenAlcaldePedroAlarcón,San Miguel,54000.0,65.0,2.0,2.0,1,831.0,Mediano (55-74m2)
DEPARTAMENTO1D1BSEMIAMOBLADOMETROHOSPITALES,Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenCompañía,Quinta Normal,400000.0,50.0,3.0,1.0,0,8000.0,Pequeño (35-54m2)
DepartamentoenLasPalmas,Peñalolén,1200000.0,140.0,3.0,3.0,2,8571.0,Premium (100m2+)
DepartamentoenSanDiego,Santiago,300000.0,33.0,1.0,1.0,1,9091.0,Studio / Mini (<35m2)
DepartamentoenIsabelLaCatólica,Las Condes,1450000.0,120.0,3.0,3.0,2,12083.0,Premium (100m2+)
DepartamentoenSanMartín,Santiago,330000.0,35.0,1.0,1.0,0,9429.0,Pequeño (35-54m2)
DepartamentoenCarmen,Santiago,,60.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoenMarioKreutzberger,Santiago,214500.0,30.0,1.0,1.0,0,7150.0,Studio / Mini (<35m2)
DepartamentoenRosas,Santiago,,32.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenCarvajal,La Cisterna,,51.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoenJoséUreta,La Cisterna,320000.0,33.0,1.0,1.0,0,9697.0,Studio / Mini (<35m2)
DepartamentoenDomeyko,Santiago,380000.0,38.0,1.0,1.0,1,10000.0,Pequeño (35-54m2)
DEPARTAMENTO1D1BSEMIAMOBLADOMETROHOSPITALES,Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,320000.0,43.0,2.0,1.0,0,7442.0,Pequeño (35-54m2)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,,43.0,2.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenCatedral,Santiago,55000.0,45.0,2.0,2.0,1,1222.0,Pequeño (35-54m2)
DepartamentoenAvenidaEcuador,Estación Central,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenAvenidaLoEspejo,La Cisterna,395000.0,56.0,2.0,1.0,0,7054.0,Mediano (55-74m2)
DepartamentoenMarioKreutzberger,Santiago,200000.0,35.0,1.0,1.0,0,5714.0,Pequeño (35-54m2)
DepartamentoenChacabuco,Santiago,,23.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenJoséMiguelCarrera,Santiago,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
